source,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,url
Atta Ur Rehman,,Han zakir naik nay bola tha wo phir wrong no. Hi hogaa haina?,,,,,,,,,
Hafeezullah Rind,,  yar mula log to har  sinceie ijad k b  khilaf  han 😜😜😜,,,,,,,,,
Hafeezullah Rind,,camera haram tv haram kafir hmary dushman wagera wagera,,,,,,,,,
Atta Ur Rehman,,Cristmas wo kis liye manatay hain .wo kehtay hain naozo'billah Allah nay beta jana is din par . or ap unhay yehi din wish kar rahay ho kamal hay. Wesay mula logo ko aik traf rakh k banda khud sachay to tab bhi zameer gaawara nahi karta .,,,,,,,,,
Atta Ur Rehman,,In batoon say agree hn .mula log hain hi wrong no. Ziada tar iss dor mai .. Lekin hum nay taleem hasil ki haay humein shaaor hona cahiye kyaa ghalat hay or kyaa sahi 😋,,,,,,,,,
Atta Ur Rehman,, Bhai ap smajh gye meray khayal 😋,,,,,,,,,
Hafeezullah Rind,, 💙💙💛💛💛,,,,,,,,,
Karine Andrade,,"Why does she look so unhappy :/ ! ?  Anyway ,.. Feliz natal Ronaldo and family",,,,,,,,,
Ozerainy Schulz,, Amiga tirar ft dos filhos deve ser estressante. Kkkkkk,,,,,,,,,
Karine Andrade,, for real !! Tanto stress tanto stress para uma pessoa que não trabalha 😂,,,,,,,,,
Ozerainy Schulz,,In Real life way different,,,,,,,,,
Thanh Hùng,,"I am Vietnamese, With the love of the ball after watching you perform, with admiration and love.I hope you will have a visit to our country, everyone will be happy to see you.forever love Ronaldo. Although I know you don't have time to read, I still hope ❤❤❤",,,,,,,,,
Huỳnh Gia Tấn,, thanks,,,,,,,,,
Thanh Hùng,, haha.,,,,,,,,,
Saadia Musa,,Merry christmas to you and your family ...Don,,,,,,,,,
Falah Hassan,, 😆😆,,,,,,,,,
S M Rassel Howladar,,Who is tha best? Love=Cristiano Wow=Messi,,,,,,,,,
Riccardo Bramante,,bastaaa avete rotto i coglioni,,,,,,,,,
Truong Viet Kim,,Hi bro !! Big fan from VietNam,,,,,,,,,
Lý Đặng,,"bro : ""i don't care"" :v",,,,,,,,,
Truong Viet Kim,," him care, but him very busy :))",,,,,,,,,
Wasim Kykhia,,Merry Christmas to you and your sweet family Don 😘😘😘😘😘,,,,,,,,,
Khaled Arboun,, ا صاحبي أحنا منهنوش الكفار 😜😜😜,,,,,,,,,
Wasim Kykhia,, والله كرمال الDon كلو بيهون ، بعدين انت ليش متابع رونالدووووو 😝,,,,,,,,,
Khaled Arboun,, هههههههههههههههههههه أكيد.. الحب الذي لا يموت، اني تجسس بس ..باش نجيب أخبارو #لميسي 😂😂,,,,,,,,,
Zakaria Itsouka,,"Good evening, best player in the world I wish you happiness with your family😊😊",,,,,,,,,
Zakaria Itsouka,,  hadyani  hhhhh,,,,,,,,,
Lou Boo,, you’d think she would look a bit happier sat with him and all them gorgeous kids 🤣 swap,,,,,,,,,
Amanda Jones,, the one on his knee though... her face 😂😂😂😂,,,,,,,,,
Lou Boo,,Yes gorgeous bless her lol,,,,,,,,,
Altaff Moosa,,Merry Xmas to you and the family Mr Ronaldo 🎉🍾,,,,,,,,,
Rayn Amar,, WTF when did you started watching football??,,,,,,,,,
Altaff Moosa,,Ryan Amar NO COMMENT if I do it will be a rude one so LEAVE IT,,,,,,,,,
Rayn Amar,,So you like seeing 2 sets of ball sack collide??,,,,,,,,,
Anas ßermaki,,Cr7 is the best in the world,,,,,,,,,
Anas ßermaki,, kwv rohk bch ydiroli les j’aimes,,,,,,,,,
Øuşsãmâ Čhįńwí,, hhhh prblm whd madarlk,,,,,,,,,
Hind Benhaqi,,Ooo Djilali and his cute cousin,,,,,,,,,
Amine Battas,, staaaahp !!! Mchiti l every pic x))),,,,,,,,,
Hind Benhaqi,, lol yeah,,,,,,,,,
Marcin Ostrowski,,"Thats not a Happy family. Look at her face, it says it all...",,,,,,,,,
Danny Mckenzie,, 😂😂😂,,,,,,,,,
Zeel Pi,,Nu vee!! Tiltel geuh aw no inn kuan. Merry Christmas !!,,,,,,,,,
Sang Tee,,Lungdam lua zen ei Pi 😁😁,,,,,,,,,
Zeel Pi,, ng pa lo,,,,,,,,,
Yas Ser,,Merry Christmas to @djilali,,,,,,,,,
Bilal Chalabi,,Jilali the best,,,,,,,,,
Yas Ser,,Hhhh the best bb,,,,,,,,,
Shahadev Lama,,Messi is the best player in the history of football ❤️❤️❤️,,,,,,,,,
Andrea Cincotti,,Riproduci video,,,,,,,,,
Shahadev Lama,,,,,,,,,,,
Shahadev Lama,,Andrea Cincotti,,,,,,,,,
حنين حسين,,Happy family Merry Christmas 🎄🎁 😜,,,,,,,,,
Kassam Al-Baghdadi,, 😂 ديخون الحب,,,,,,,,,
Aryaman Bhattarai,,Hey Cris...SubsCribe to PewDiePie,,,,,,,,,
Anagat Bhattarai,,Pagla😆😆 Taile vanyera subscribe garxa😂,,,,,,,,,
Wissam Rs,,May the Lord keep you❤,,,,,,,,,
Hamza Mohammed,, منور لاعب اليوفي 😂😂😂,,,,,,,,,
Haitem Prin Ce,,Nice picture my brother djilali,,,,,,,,,
Nabih Chaoui,, Djilali 😂😂,,,,,,,,,
Haitem Prin Ce,, mdrrr,,,,,,,,,
Stefania Vincenti,,Un mondo di auguri a te e alla tua meravigliosa famiglia. Feliz Navidad sono così contenta ... Il tuo primo Natale bianconero.,,,,,,,,,
Patrizia Napolitano,,Forza Juve 🖤 ⚪️⚫️,,,,,,,,,
Ilias Tetouani,,#djilali  where  hi  is  on the pecture  ?,,,,,,,,,
A'ß OnSri,,Kanxofk,,,,,,,,,
A'ß OnSri,,,,,,,,,,,
Carmen Fdz Campos,,"❤Bom Natal, Familia!!!❤ Tein muita boa compañia!!! Beisinhos!!!",,,,,,,,,
Carmen Fdz Campos,,,,,,,,,,,
Ahmed Shoukr,,Again...Mo Salah is better than you Cristiano 😎,,,,,,,,,
Muhammed Gamal,,ازاى  ياعم انا بحب صلاح جدا بس شايف انه مايتقارنش بدا والله,,,,,,,,,
Francis S Fernandes,,"May this festive season sparkle and shine, may all of your wishes and dreams come true, and may you feel this happiness all year round. Merry Christmas ❄☃🎅🎄❄🥳",,,,,,,,,
Elroy Nazareth,, wow,,,,,,,,,
Claudia Giulia,, guarda la faccio di lei🤦‍♀️ secondo te .... è perché l'uccello è migratorio?😅🤣🤣🤣🤣🤣🤪🤦‍♀️ Forza Juve😁🎉🎉🎉,,,,,,,,,
Dany Bianconero,,😅😂 anche l'espressione del viso dl bimbo che ha in braccio è un pò così..guarda il bimbo in braccio a cr7 invece come se la ride 😆,,,,,,,,,
Paulo Eduardo Araujo,,Natal de rico é outro nível né. Até os bebês ficam organizados pra foto kkkkkk.,,,,,,,,,
Jhonny Pimenta,,Mnw não perde uma,,,,,,,,,
Giacomo Alfano,,Grande ronny li hai fatti i regali ai tuoi figli?na bella lamborghini giusto così per non viziarpi,,,,,,,,,
Carmine Palmieri,, e tu che me pigliat?,,,,,,,,,
Giacomo Alfano,, fifa 19,,,,,,,,,
Saidu Bangura,,May the almighty God continue to bless you and your family as you will witness many many more Christmas 🎄 to come. God will surely reward you for the joy you have put in many heart 💓 in your playing time 🌹😊🌹 the king 👑 of soccer ⚽️ the greatest of all time🌹your legacy will never ever go away 🙏 PEACE ✌️,,,,,,,,,
Alan Rumble,, that's lovely but he can only b 2nd best and 2nd best ever is very debatable,,,,,,,,,
Saidu Bangura,,haha 😂 merry Christmas 🎄 to all his haters ✌️,,,,,,,,,
Alan Rumble,, calling someone the 2nd or 3rd or 4th best player ever is hardly hating lol,,,,,,,,,
JE MV,,Happy Christmas CR7 @ Family. 💫 Winner Circle 💫  👊,,,,,,,,,
JE MV,,Happy Christmas M.E. 👊,,,,,,,,,
Victor Nebias,,"É um ídolo esse mito, aproveite o dia pra curtir com sua família, tudo de bom pra vc meu parça, depois aparece de novo na resenha que a gente fez com bonde dos patos foi monstro dms aquele dia!",,,,,,,,,
Felipe Pimenta,,😂😂😂😂😂😂😂😂😂😂,,,,,,,,,
Felipe Pimenta,,😂😂😂😂😂😂😂😂😂😂,,,,,,,,,
Anas Benbachir Ouchen,,choose carefully :3 DJillali 🇲🇦=   haha 😂 Ronaldo🇵🇹=Love ♥  Messi🇦🇷=Wow 😯 Salah🇪🇬=Like 👍 Neymar🇧🇷=sad 😥,,,,,,,,,
Mohammed Khattou,, djilali :D,,,,,,,,,
Anas Benbachir Ouchen,,🤣🤣🤣,,,,,,,,,
Mostafa Omar Boyka,,Benzema is the best player in the world,,,,,,,,,
بهاء الوافي,, 😦😦,,,,,,,,,
YouSsef ROmio,,اومال,,,,,,,,,
Mohamed Nabil,,,,,,,,,,,
Amir Osama,, انت جميل نيك ياعم والله 😂😂,,,,,,,,,
Martins Coelho,," fã do Messi,mas curtiu a foto do robazão CR7 kkkk curti ai também  e  kkkkkkk",,,,,,,,,
Ruan Duarte,, sou fã dos 2 kkkk,,,,,,,,,
Martins Coelho,,Kkkkkkk,,,,,,,,,
Nadhir Talbi,,"Djilali My brother and not my friend 🇩🇿🇵🇹💞😁😉We Algerians have given your son this name DJILALI الجيلالي because he resembles Arab children, perhaps his ancestors of the Arabs of the Andalusian civilization😀😀",,,,,,,,,
Billal Aribi,, Ronaldo wlh ma  Yripondi aLiiik 🤣🤣,,,,,,,,,
Nadhir Talbi,, ah sa7a nta chakamah dayrak binatna emmm ok,,,,,,,,,
Billal Aribi,, ak kbiir 3la 3la ahrmatt  chkopi hhh tcomnnti w ttbahlal 😎😕 w f kol puplicatoin l ronaldo Nafss Commnter 🤣😅😐 من اين لك هذا,,,,,,,,,
Joese Mathewqueen Bauronga-Aveiro,,Happy Holy Night 🌃 and Merry Christmas 🎄for your family 👪 The Lord Jesus Christ bless always 😇🙏,,,,,,,,,
Ryan Lobiua,,Selamat Natal Cristiano Ronaldo,,,,,,,,,
Videl,,,,,,,,,,,
